"Order Number","Order Date","Order Status","Order Purchased From","Order Payment Method","Order Shipping Method","Order Subtotal","Order Tax","Order Shipping","Order Discount","Order Grand Total","Order Paid","Order Refunded","Order Due","Total Qty Items Ordered","Customer Name","Customer Email","Shipping Name","Shipping Company","Shipping Street","Shipping Zip","Shipping City","Shipping State","Shipping State Name","Shipping Country","Shipping Country Name","Shipping Phone Number","Billing Name","Billing Company","Billing Street","Billing Zip","Billing City","Billing State","Billing State Name","Billing Country","Billing Country Name","Billing Phone Number","Order Item Increment","Item Name","Item Status","Item SKU","Item Options","Item Original Price","Item Selling Price","Item Qty Ordered","Item Qty Invoiced","Item Qty Shipped","Item Qty Canceled","Item Qty Refunded","Item Tax","Item Discount","Item Total","Coupon Code","GST Number",premium_care
000000010,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,0.0000,45.0000,5,0,0,0,0,,0,0,,
000000011,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,675.00,44.55,0.00,-135.00,684.55,0.00,0.00,684.55,15,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,44.5500,45,180,,
000000011,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,675.00,44.55,0.00,-135.00,684.55,0.00,0.00,684.55,15,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,2,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,44.5500,45,180,,
000000011,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,675.00,44.55,0.00,-135.00,684.55,0.00,0.00,684.55,15,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,3,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,44.5500,45,180,,
000000012,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,14.85,0.00,-45.00,194.85,0.00,0.00,194.85,5,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,14.8500,45,180,,
000000013,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,14.85,0.00,-45.00,194.85,0.00,0.00,194.85,5,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,14.8500,45,180,,
000000014,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,450.00,29.70,0.00,-90.00,389.70,0.00,0.00,389.70,15,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,29.7000,90,360,,
000000014,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,450.00,29.70,0.00,-90.00,389.70,0.00,0.00,389.70,15,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,2,"Push It Messenger Bag",Ordered,24-WB04,,0.0000,45.0000,5,0,0,0,0,29.7000,0,0,,
000000015,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,14.85,0.00,-45.00,194.85,0.00,0.00,194.85,10,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,14.8500,45,180,,
000000016,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,675.00,44.55,75.00,-135.00,709.55,0.00,0.00,709.55,20,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,44.5500,90,360,,
000000016,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,675.00,44.55,75.00,-135.00,709.55,0.00,0.00,709.55,20,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,2,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,44.5500,45,180,,
000000017,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,14.85,0.00,-45.00,194.85,0.00,0.00,194.85,10,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,14.8500,45,180,,
000000018,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,675.00,44.55,0.00,-135.00,634.55,0.00,0.00,634.55,20,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,44.5500,90,360,,
000000018,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,675.00,44.55,0.00,-135.00,634.55,0.00,0.00,634.55,20,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,2,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,44.5500,45,180,,
000000019,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,14.85,0.00,-45.00,194.85,0.00,0.00,194.85,10,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,14.8500,45,180,,
000000020,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,450.00,29.70,0.00,-90.00,439.70,0.00,0.00,439.70,15,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,29.7000,45,180,,
000000020,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,450.00,29.70,0.00,-90.00,439.70,0.00,0.00,439.70,15,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,2,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,29.7000,45,180,,
000000021,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,14.85,0.00,-45.00,194.85,0.00,0.00,194.85,10,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,14.8500,45,180,,
000000022,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,14.85,0.00,-45.00,194.85,0.00,0.00,194.85,10,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,14.8500,45,180,,
000000023,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,450.00,29.70,0.00,-90.00,439.70,0.00,0.00,439.70,15,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,29.7000,45,180,,
000000023,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,450.00,29.70,0.00,-90.00,439.70,0.00,0.00,439.70,15,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,2,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,29.7000,45,180,,
000000024,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,14.85,0.00,-45.00,194.85,0.00,0.00,194.85,10,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,14.8500,45,180,,
000000025,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,14.85,0.00,-45.00,194.85,0.00,0.00,194.85,10,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,14.8500,45,180,,
000000026,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,14.85,0.00,-45.00,194.85,0.00,0.00,194.85,5,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,14.8500,45,180,,
000000028,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,675.00,44.55,75.00,-135.00,759.55,0.00,0.00,759.55,15,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,44.5500,45,180,,
000000028,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,675.00,44.55,75.00,-135.00,759.55,0.00,0.00,759.55,15,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,2,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,44.5500,45,180,,
000000028,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,675.00,44.55,75.00,-135.00,759.55,0.00,0.00,759.55,15,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,3,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,44.5500,45,180,,
000000029,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,14.85,0.00,-45.00,194.85,0.00,0.00,194.85,5,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,14.8500,45,180,,
000000032,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,675.00,44.55,75.00,-135.00,909.55,0.00,0.00,909.55,20,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,44.5500,45,180,,
000000032,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,675.00,44.55,75.00,-135.00,909.55,0.00,0.00,909.55,20,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,2,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,44.5500,45,180,,
000000032,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,675.00,44.55,75.00,-135.00,909.55,0.00,0.00,909.55,20,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,3,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,44.5500,45,180,,
000000033,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,14.85,0.00,-45.00,244.85,0.00,0.00,244.85,10,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,14.8500,45,180,,
000000034,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,14.85,45.00,-45.00,304.85,0.00,0.00,304.85,5,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"6146 Honey Bluff Parkway",49628-7978,Calder,Michigan,Michigan,US,US,"(555) 229-3326/","Veronica Costello",,"6146 Honey Bluff Parkway",49628-7978,Calder,MI,Michigan,US,"United States","(555) 229-3326/",1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,14.8500,45,180,,
000000035,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,14.85,0.00,-45.00,244.85,0.00,0.00,244.85,10,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,14.8500,45,180,,
000000036,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,900.00,0.00,100.00,-180.00,920.00,0.00,0.00,920.00,20,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,0.0000,90,360,,
000000036,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,900.00,0.00,100.00,-180.00,920.00,0.00,0.00,920.00,20,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,2,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,0.0000,90,360,,
000000037,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,450.00,0.00,50.00,-90.00,460.00,0.00,0.00,460.00,10,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,0.0000,90,360,,
000000038,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,450.00,0.00,50.00,-90.00,460.00,0.00,0.00,460.00,10,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,0.0000,90,360,,
000000039,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,0.00,25.00,-45.00,305.00,0.00,0.00,305.00,5,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,5,0,0,0,0,0.0000,45,180,,
000000040,01-20-2023,pending,"Main Website
Main Website Store
Default Store View","Check / Money order",flatrate_flatrate,225.00,14.85,0.00,-45.00,244.85,0.00,0.00,244.85,10,"Veronica Costello",roni_cost@example.com,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",California,California,US,US,1234512345/12345,"Veronica Costello",,"B1 Abcd street",45454,"Los Angeles",CA,California,US,"United States",1234512345/12345,1,"Push It Messenger Bag",Ordered,24-WB04,,45.0000,45.0000,10,0,0,0,0,14.8500,45,180,,
